log_id,task_id,engineer_id,log_date,hours_spent
1795,243,22,2025-06-24,1.09
1796,243,22,2025-06-27,1.93
1797,243,22,2025-06-29,1.06
1798,245,37,2025-06-08,5.4
1799,245,37,2025-06-11,2.62
1800,245,37,2025-06-14,3.8
1801,245,37,2025-06-17,1.93
1802,245,37,2025-06-20,1.68
1803,245,37,2025-06-21,4.7
1804,245,37,2025-06-24,3.93
1805,245,37,2025-06-26,4.89
1806,245,37,2025-06-27,4.41
1807,245,37,2025-06-29,0.56
1808,246,5,2025-08-04,1.87
1809,246,5,2025-08-07,5.99
1810,246,5,2025-08-08,3.8
1811,246,5,2025-08-09,5.26
1812,246,5,2025-08-10,2.5
1813,247,48,2025-08-04,3.84
1814,247,48,2025-08-05,2.36
1815,248,14,2025-12-06,2.72
1816,248,14,2025-12-09,1.21
1817,248,14,2025-12-10,4.42
1818,248,14,2025-12-11,6.57
1819,248,14,2025-12-14,3.92
1820,248,14,2025-12-16,4.35
1821,248,14,2025-12-17,4.76
1822,248,14,2025-12-20,4.95
1823,249,3,2025-08-08,5.69
1824,249,3,2025-08-10,1.4
1825,249,3,2025-08-11,3.75
1826,249,3,2025-08-14,5.05
1827,249,3,2025-08-16,2.18
1828,249,3,2025-08-18,5.92
1829,249,3,2025-08-20,1.31
1830,249,3,2025-08-23,5.27
1831,249,3,2025-08-25,3.0
1832,249,3,2025-08-28,2.83
1833,249,3,2025-08-30,6.7
1834,249,3,2025-09-02,4.76
1835,249,3,2025-09-05,5.03
1836,249,3,2025-09-06,4.25
1837,249,3,2025-09-08,3.74
1838,249,3,2025-09-09,3.98
1839,249,3,2025-09-10,3.02
1840,249,3,2025-09-13,2.92
1841,249,3,2025-09-14,5.75
1842,249,3,2025-09-15,1.64
1843,249,3,2025-09-18,1.85
1844,249,3,2025-09-19,1.38
1845,249,3,2025-09-22,1.08
1846,251,47,2025-04-29,2.35
1847,251,47,2025-05-01,3.57
1848,251,47,2025-05-04,4.02
1849,251,47,2025-05-05,1.25
1850,251,47,2025-05-08,4.14
1851,251,47,2025-05-11,3.23
1852,251,47,2025-05-14,4.18
1853,251,47,2025-05-15,5.85
1854,251,47,2025-05-18,1.52
1855,251,47,2025-05-19,4.12
1856,252,32,2025-04-19,2.74
1857,252,32,2025-04-21,2.78
1858,252,32,2025-04-22,3.97
1859,252,32,2025-04-24,1.61
1860,252,32,2025-04-26,1.32
1861,252,32,2025-04-29,4.99
1862,252,32,2025-04-30,2.71
1863,252,32,2025-05-01,2.81
1864,252,32,2025-05-03,5.95
1865,252,32,2025-05-05,1.63
1866,253,27,2025-08-11,4.78
1867,253,27,2025-08-13,1.82
1868,253,27,2025-08-16,6.33
1869,253,27,2025-08-19,3.46
1870,253,27,2025-08-22,3.73
1871,253,27,2025-08-24,1.64
1872,253,27,2025-08-25,4.47
1873,253,27,2025-08-26,6.53
1874,253,27,2025-08-29,2.26
1875,253,27,2025-08-30,5.65
1876,253,27,2025-08-31,1.13
1877,253,27,2025-09-02,1.5
1878,253,27,2025-09-04,3.44
1879,253,27,2025-09-05,3.34
1880,253,27,2025-09-07,3.06
1881,253,27,2025-09-09,5.72
1882,253,27,2025-09-12,6.54
1883,253,27,2025-09-13,5.54
1884,253,27,2025-09-16,4.4
1885,253,27,2025-09-19,2.63
1886,253,27,2025-09-22,5.02
1887,253,27,2025-09-23,1.03
1888,253,27,2025-09-24,1.43
1889,254,18,2025-10-06,4.59
1890,254,18,2025-10-07,1.48
1891,254,18,2025-10-09,6.8
1892,254,18,2025-10-12,4.53
1893,254,18,2025-10-15,6.33
1894,254,18,2025-10-16,4.8
1895,254,18,2025-10-17,6.33
1896,254,18,2025-10-19,5.7
1897,254,18,2025-10-21,4.02
1898,254,18,2025-10-22,4.06
1899,254,18,2025-10-24,3.8
1900,254,18,2025-10-27,5.98
1901,254,18,2025-10-28,2.63
1902,254,18,2025-10-31,3.77
1903,254,18,2025-11-02,5.15
1904,254,18,2025-11-04,0.56
1905,255,28,2025-05-19,1.38
1906,255,28,2025-05-20,5.86
1907,255,28,2025-05-23,2.51
1908,255,28,2025-05-26,5.69
1909,255,28,2025-05-29,1.75
1910,255,28,2025-05-31,3.41
1911,255,28,2025-06-03,1.66
1912,255,28,2025-06-04,0.95
1913,256,22,2025-12-07,3.85
1914,256,22,2025-12-09,1.79
1915,256,22,2025-12-11,3.99
1916,256,22,2025-12-13,3.41
1917,256,22,2025-12-15,3.92
1918,256,22,2025-12-18,1.85
1919,256,22,2025-12-19,1.16
1920,256,22,2025-12-21,2.28
1921,257,15,2025-04-14,6.76
1922,257,15,2025-04-17,2.83
1923,257,15,2025-04-20,1.6
1924,257,15,2025-04-22,4.96
1925,257,15,2025-04-25,1.77
1926,257,15,2025-04-27,4.03
1927,257,15,2025-04-28,0.37
1928,258,43,2025-04-30,4.3
1929,258,43,2025-05-03,6.27
1930,258,43,2025-05-06,6.98
1931,258,43,2025-05-08,6.43
1932,258,43,2025-05-11,2.52
1933,259,11,2025-09-12,6.34
1934,259,11,2025-09-15,1.74
1935,260,46,2025-12-21,2.35
1936,260,46,2025-12-23,5.13
1937,260,46,2025-12-25,3.16
1938,260,46,2025-12-28,1.33
1939,260,46,2025-12-29,6.59
1940,260,46,2025-12-30,4.34
1941,260,46,2026-01-01,0.67
1942,261,45,2025-04-06,5.76
1943,261,45,2025-04-09,0.28
1944,262,23,2025-06-08,5.62
1945,262,23,2025-06-09,5.18
1946,262,23,2025-06-12,1.21
1947,262,23,2025-06-13,1.28
1948,262,23,2025-06-16,3.76
1949,262,23,2025-06-19,4.93
1950,262,23,2025-06-21,2.37
1951,262,23,2025-06-22,2.75
1952,262,23,2025-06-24,5.22
1953,262,23,2025-06-27,1.78
1954,262,23,2025-06-28,3.96
1955,262,23,2025-06-29,5.35
1956,262,23,2025-07-01,1.01
1957,262,23,2025-07-04,2.32
1958,262,23,2025-07-07,2.64
1959,262,23,2025-07-08,1.63
1960,262,23,2025-07-09,3.98
1961,262,23,2025-07-10,6.78
1962,262,23,2025-07-12,2.47
1963,262,23,2025-07-14,1.07
1964,262,23,2025-07-17,2.93
1965,263,6,2025-04-22,6.42
1966,263,6,2025-04-25,4.34
1967,263,6,2025-04-28,6.74
1968,263,6,2025-04-30,2.57
1969,263,6,2025-05-01,3.98
1970,263,6,2025-05-04,6.99
1971,263,6,2025-05-05,1.92
1972,263,6,2025-05-08,3.34
1973,263,6,2025-05-09,5.03
1974,263,6,2025-05-10,2.49
1975,263,6,2025-05-11,6.54
1976,263,6,2025-05-13,6.9
1977,263,6,2025-05-15,1.15
1978,264,33,2025-06-03,3.71
1979,264,33,2025-06-04,5.27
1980,264,33,2025-06-06,1.58
1981,264,33,2025-06-07,5.24
1982,264,33,2025-06-10,4.07
1983,264,33,2025-06-13,1.99
1984,264,33,2025-06-15,1.72
1985,264,33,2025-06-17,2.0
1986,264,33,2025-06-20,2.7
1987,264,33,2025-06-23,6.57
1988,264,33,2025-06-26,4.04
1989,264,33,2025-06-27,2.48
1990,264,33,2025-06-30,1.31
1991,264,33,2025-07-01,4.66
1992,264,33,2025-07-02,4.55
1993,264,33,2025-07-04,3.91
1994,264,33,2025-07-07,3.35
1995,264,33,2025-07-09,4.62
1996,264,33,2025-07-12,3.37
1997,264,33,2025-07-13,4.77
1998,264,33,2025-07-16,2.6
1999,264,33,2025-07-18,3.6
2000,264,33,2025-07-19,4.31
2001,264,33,2025-07-21,6.05
2002,264,33,2025-07-23,3.81
2003,264,33,2025-07-26,2.58
2004,264,33,2025-07-27,4.3
2005,264,33,2025-07-28,3.17
2006,264,33,2025-07-29,2.67
2007,265,25,2025-12-02,3.09
2008,265,25,2025-12-04,3.84
2009,265,25,2025-12-05,2.95
2010,266,24,2025-08-04,4.74
2011,266,24,2025-08-05,2.22
2012,266,24,2025-08-08,6.95
2013,266,24,2025-08-11,0.32
2014,267,38,2025-12-11,1.47
2015,267,38,2025-12-13,5.93
2016,267,38,2025-12-15,6.85
2017,267,38,2025-12-16,5.29
2018,267,38,2025-12-17,2.61
2019,267,38,2025-12-19,4.47
2020,268,37,2025-11-05,4.04
2021,268,37,2025-11-07,3.81
2022,268,37,2025-11-08,5.86
2023,268,37,2025-11-10,6.24
2024,268,37,2025-11-12,1.98
2025,268,37,2025-11-13,4.45
2026,268,37,2025-11-16,5.69
2027,268,37,2025-11-17,2.99
2028,268,37,2025-11-18,6.81
2029,268,37,2025-11-19,0.7
2030,269,4,2025-12-23,1.17
2031,269,4,2025-12-24,4.05
2032,270,39,2025-07-19,5.98
2033,270,39,2025-07-21,5.38
2034,270,39,2025-07-23,1.19
2035,270,39,2025-07-25,6.68
2036,270,39,2025-07-26,4.18
2037,270,39,2025-07-28,4.53
2038,271,23,2025-08-08,3.6
2039,271,23,2025-08-10,6.77
2040,271,23,2025-08-11,4.15
2041,271,23,2025-08-12,6.77
2042,271,23,2025-08-15,5.85
2043,271,23,2025-08-17,1.06
2044,271,23,2025-08-20,3.31
2045,271,23,2025-08-21,1.84
2046,271,23,2025-08-24,0.2
2047,274,13,2025-11-29,1.46
2048,274,13,2025-11-30,3.69
2049,274,13,2025-12-03,4.92
2050,274,13,2025-12-04,6.04
2051,274,13,2025-12-07,4.44
2052,274,13,2025-12-08,3.22
2053,274,13,2025-12-11,1.93
2054,274,13,2025-12-14,3.68
2055,274,13,2025-12-16,2.64
2056,274,13,2025-12-18,1.24
2057,274,13,2025-12-21,1.29
2058,274,13,2025-12-24,0.5
2059,275,36,2025-11-26,1.01
2060,275,36,2025-11-28,5.59
2061,275,36,2025-11-30,6.1
2062,275,36,2025-12-02,6.84
2063,275,36,2025-12-05,3.6
2064,275,36,2025-12-08,6.8
2065,275,36,2025-12-09,6.05
2066,275,36,2025-12-10,3.38
2067,275,36,2025-12-12,4.23
2068,275,36,2025-12-14,3.4
2069,275,36,2025-12-17,5.89
2070,275,36,2025-12-20,3.27
2071,275,36,2025-12-22,4.05
2072,275,36,2025-12-23,3.89
2073,275,36,2025-12-25,2.65
2074,275,36,2025-12-27,1.02
2075,275,36,2025-12-30,5.98
2076,275,36,2026-01-01,4.58
2077,275,36,2026-01-03,0.44
2078,276,23,2025-11-12,3.46
2079,276,23,2025-11-15,3.01
2080,276,23,2025-11-18,3.31
2081,276,23,2025-11-21,2.62
2082,276,23,2025-11-24,6.97
2083,276,23,2025-11-25,2.59
2084,276,23,2025-11-26,1.68
2085,276,23,2025-11-29,3.26
2086,277,14,2025-08-14,4.12
2087,277,14,2025-08-16,5.05
2088,277,14,2025-08-19,1.3
2089,277,14,2025-08-22,5.96
2090,277,14,2025-08-23,1.68
2091,277,14,2025-08-24,6.43
2092,277,14,2025-08-27,6.58
2093,277,14,2025-08-28,3.28
2094,277,14,2025-08-29,4.18
2095,277,14,2025-08-30,5.67
2096,277,14,2025-08-31,2.37
2097,277,14,2025-09-02,6.91
2098,277,14,2025-09-04,5.29
2099,277,14,2025-09-07,5.57
2100,277,14,2025-09-09,4.29
2101,278,1,2025-04-27,5.61
2102,278,1,2025-04-29,1.75
2103,278,1,2025-05-02,3.12
2104,278,1,2025-05-04,0.03
2105,280,25,2025-11-10,3.27
2106,280,25,2025-11-11,3.73
2107,280,25,2025-11-14,2.75
2108,280,25,2025-11-17,0.25
2109,281,3,2025-11-25,6.18
2110,281,3,2025-11-26,1.94
2111,282,35,2025-08-14,4.03
2112,282,35,2025-08-16,1.33
2113,282,35,2025-08-17,3.14
2114,282,35,2025-08-18,1.62
2115,282,35,2025-08-20,2.48
2116,282,35,2025-08-21,2.66
2117,282,35,2025-08-24,1.51
2118,282,35,2025-08-27,6.39
2119,282,35,2025-08-30,6.64
2120,282,35,2025-08-31,2.57
2121,282,35,2025-09-02,2.22
2122,283,37,2025-12-17,3.26
2123,283,37,2025-12-18,5.65
2124,283,37,2025-12-21,6.82
2125,283,37,2025-12-22,2.67
2126,283,37,2025-12-25,4.25
2127,283,37,2025-12-28,3.16
2128,283,37,2025-12-31,1.29
2129,283,37,2026-01-03,3.92
2130,284,31,2025-04-18,1.02
2131,284,31,2025-04-19,3.64
2132,284,31,2025-04-22,5.21
2133,284,31,2025-04-25,2.86
2134,284,31,2025-04-27,6.92
2135,284,31,2025-04-28,5.66
2136,284,31,2025-04-29,4.03
2137,284,31,2025-05-02,3.74
2138,284,31,2025-05-03,4.21
2139,285,43,2025-07-20,2.71
2140,285,43,2025-07-23,3.67
2141,285,43,2025-07-24,1.78
2142,285,43,2025-07-27,5.53
2143,285,43,2025-07-28,6.97
2144,285,43,2025-07-31,1.57
2145,285,43,2025-08-01,3.93
2146,285,43,2025-08-04,5.76
2147,285,43,2025-08-06,6.89
2148,285,43,2025-08-08,3.28
2149,285,43,2025-08-10,5.48
2150,285,43,2025-08-12,6.07
2151,285,43,2025-08-15,4.68
2152,285,43,2025-08-16,5.64
2153,285,43,2025-08-17,2.73
2154,285,43,2025-08-20,6.13
2155,285,43,2025-08-21,1.3
2156,285,43,2025-08-23,1.8
2157,285,43,2025-08-24,4.32
2158,285,43,2025-08-25,5.88
2159,286,41,2025-11-19,4.61
2160,286,41,2025-11-20,5.67
2161,286,41,2025-11-21,2.58
2162,286,41,2025-11-24,2.86
2163,286,41,2025-11-26,3.98
2164,286,41,2025-11-27,3.16
2165,286,41,2025-11-28,0.69
2166,287,27,2025-04-28,5.53
2167,287,27,2025-05-01,5.12
2168,287,27,2025-05-02,2.46
2169,287,27,2025-05-04,2.84
2170,287,27,2025-05-06,2.15
2171,287,27,2025-05-09,1.63
2172,287,27,2025-05-10,2.93
2173,288,42,2025-05-27,3.36
2174,288,42,2025-05-30,6.65
2175,288,42,2025-05-31,3.48
2176,288,42,2025-06-02,4.51
2177,288,42,2025-06-03,3.52
2178,288,42,2025-06-06,4.22
2179,288,42,2025-06-09,2.82
2180,288,42,2025-06-10,5.72
2181,288,42,2025-06-12,3.72
2182,289,1,2025-05-16,6.32
2183,289,1,2025-05-17,2.19
2184,289,1,2025-05-19,4.09
2185,289,1,2025-05-22,6.42
2186,289,1,2025-05-23,5.19
2187,289,1,2025-05-26,1.89
2188,290,36,2025-11-20,1.05
2189,290,36,2025-11-23,5.11
2190,290,36,2025-11-24,6.52
2191,290,36,2025-11-25,5.95
2192,290,36,2025-11-28,5.35
2193,290,36,2025-11-29,2.87
2194,290,36,2025-12-01,4.27
2195,290,36,2025-12-02,6.39
2196,290,36,2025-12-05,1.05
2197,290,36,2025-12-08,1.45
2198,290,36,2025-12-10,1.1
2199,290,36,2025-12-13,2.9
2200,290,36,2025-12-16,1.82
2201,290,36,2025-12-17,3.82
2202,290,36,2025-12-19,6.55
2203,290,36,2025-12-22,1.44
2204,290,36,2025-12-25,3.32
2205,290,36,2025-12-27,1.64
2206,290,36,2025-12-28,6.08
2207,290,36,2025-12-29,1.72
2208,290,36,2025-12-30,6.5
2209,290,36,2026-01-01,5.1
2210,290,36,2026-01-02,2.83
2211,290,36,2026-01-03,1.48
2212,292,45,2025-05-28,5.26
2213,292,45,2025-05-30,3.64
2214,292,45,2025-06-01,0.29
2215,293,18,2025-04-02,3.52
2216,293,18,2025-04-05,1.47
2217,293,18,2025-04-08,5.34
2218,293,18,2025-04-11,3.77
2219,293,18,2025-04-13,4.91
2220,293,18,2025-04-16,2.87
2221,293,18,2025-04-18,1.08
2222,293,18,2025-04-21,5.7
2223,293,18,2025-04-22,5.13
2224,293,18,2025-04-24,1.19
2225,293,18,2025-04-27,3.97
2226,294,35,2025-12-01,1.74
2227,294,35,2025-12-03,4.19
2228,295,29,2025-12-11,5.32
2229,295,29,2025-12-12,3.44
2230,295,29,2025-12-14,3.28
2231,295,29,2025-12-16,2.23
2232,295,29,2025-12-19,1.81
2233,295,29,2025-12-21,1.23
2234,295,29,2025-12-24,6.03
2235,295,29,2025-12-25,0.48
2236,296,16,2025-08-15,2.46
2237,296,16,2025-08-17,5.08
2238,296,16,2025-08-18,5.95
2239,296,16,2025-08-21,6.56
2240,296,16,2025-08-23,1.13
2241,296,16,2025-08-26,4.4
2242,296,16,2025-08-28,2.45
2243,296,16,2025-08-31,3.93
2244,296,16,2025-09-02,5.59
2245,296,16,2025-09-04,2.79
2246,296,16,2025-09-06,5.62
2247,296,16,2025-09-07,6.66
2248,296,16,2025-09-10,6.17
2249,296,16,2025-09-12,4.2
2250,296,16,2025-09-15,4.98
2251,296,16,2025-09-18,6.47
2252,296,16,2025-09-20,4.34
2253,296,16,2025-09-23,3.64
2254,296,16,2025-09-25,5.34
2255,296,16,2025-09-26,4.16
2256,296,16,2025-09-27,3.81
2257,296,16,2025-09-30,2.66
2258,296,16,2025-10-01,2.17
2259,298,32,2025-07-30,5.6
2260,298,32,2025-07-31,3.3
2261,298,32,2025-08-02,3.85
2262,298,32,2025-08-05,1.19
2263,299,10,2025-11-12,6.31
2264,299,10,2025-11-15,1.78
2265,299,10,2025-11-16,1.42
2266,299,10,2025-11-19,3.74
2267,299,10,2025-11-22,6.2
2268,299,10,2025-11-25,2.91
2269,299,10,2025-11-28,1.1
2270,299,10,2025-12-01,1.52
2271,299,10,2025-12-04,0.28
2272,300,23,2025-08-08,3.93
2273,300,23,2025-08-10,2.46
2274,300,23,2025-08-11,3.61
2275,300,23,2025-08-13,3.36
2276,300,23,2025-08-14,1.22
2277,300,23,2025-08-17,6.88
2278,300,23,2025-08-18,0.96
2279,301,15,2025-11-24,1.45
2280,301,15,2025-11-27,3.98
2281,301,15,2025-11-28,1.08
2282,302,35,2025-04-02,3.14
2283,303,5,2025-05-13,2.82
2284,303,5,2025-05-14,2.62
2285,303,5,2025-05-16,5.27
2286,303,5,2025-05-18,5.26
2287,303,5,2025-05-21,0.53
2288,305,30,2025-04-28,2.86
2289,305,30,2025-05-01,1.31
2290,305,30,2025-05-03,4.59
2291,305,30,2025-05-05,1.96
2292,305,30,2025-05-07,6.43
2293,305,30,2025-05-09,0.07
2294,306,5,2025-11-08,6.95
2295,306,5,2025-11-10,2.39
2296,306,5,2025-11-12,5.91
2297,306,5,2025-11-14,6.6
2298,306,5,2025-11-16,1.12
2299,306,5,2025-11-17,6.97
2300,306,5,2025-11-19,3.56
2301,307,38,2025-05-26,4.21
2302,307,38,2025-05-29,2.35
2303,307,38,2025-06-01,6.36
2304,307,38,2025-06-04,7.0
2305,307,38,2025-06-05,4.03
2306,307,38,2025-06-07,2.99
2307,307,38,2025-06-09,3.55
2308,307,38,2025-06-10,5.03
2309,307,38,2025-06-11,5.93
2310,307,38,2025-06-13,1.54
2311,307,38,2025-06-15,1.14
2312,307,38,2025-06-18,5.54
2313,307,38,2025-06-19,4.33
2314,307,38,2025-06-22,3.97
2315,307,38,2025-06-25,3.35
2316,307,38,2025-06-26,2.98
2317,307,38,2025-06-28,2.03
2318,307,38,2025-06-29,2.38
2319,309,34,2025-07-17,6.91
2320,309,34,2025-07-18,4.56
2321,309,34,2025-07-20,1.64
2322,309,34,2025-07-23,2.0
2323,309,34,2025-07-26,1.01
2324,309,34,2025-07-28,4.57
2325,309,34,2025-07-31,5.11
2326,309,34,2025-08-01,1.7
2327,309,34,2025-08-04,2.72
2328,309,34,2025-08-06,1.22
2329,310,50,2025-11-14,3.42
2330,310,50,2025-11-16,6.31
2331,310,50,2025-11-19,5.49
2332,310,50,2025-11-20,6.78
2333,310,50,2025-11-23,0.88
2334,311,29,2025-05-29,2.6
2335,311,29,2025-06-01,2.98
2336,312,48,2025-04-16,5.26
2337,312,48,2025-04-19,2.53
2338,312,48,2025-04-20,3.58
2339,313,12,2025-04-03,5.11
2340,313,12,2025-04-06,2.43
2341,313,12,2025-04-09,3.74
2342,313,12,2025-04-11,5.21
2343,313,12,2025-04-13,4.38
2344,313,12,2025-04-16,2.52
2345,313,12,2025-04-18,4.25
2346,313,12,2025-04-21,1.19
2347,313,12,2025-04-22,3.25
2348,313,12,2025-04-24,3.78
2349,313,12,2025-04-27,4.93
2350,313,12,2025-04-29,5.85
2351,313,12,2025-05-02,3.94
2352,313,12,2025-05-04,6.24
2353,313,12,2025-05-05,3.82
2354,313,12,2025-05-07,1.79
2355,313,12,2025-05-09,6.91
2356,313,12,2025-05-10,6.31
2357,313,12,2025-05-13,2.92
2358,314,7,2025-11-30,5.85
2359,314,7,2025-12-02,2.2
2360,314,7,2025-12-04,2.56
2361,314,7,2025-12-05,4.65
2362,315,14,2025-11-29,3.7
2363,315,14,2025-12-01,6.91
2364,315,14,2025-12-03,5.75
2365,315,14,2025-12-06,6.57
2366,315,14,2025-12-09,3.28
2367,315,14,2025-12-11,5.21
2368,315,14,2025-12-14,4.74
2369,315,14,2025-12-17,2.45
2370,315,14,2025-12-20,3.27
2371,315,14,2025-12-23,6.17
2372,315,14,2025-12-25,5.46
2373,315,14,2025-12-26,2.43
2374,315,14,2025-12-29,4.56
2375,316,16,2025-06-14,5.24
2376,316,16,2025-06-15,6.0
2377,316,16,2025-06-18,3.26
2378,316,16,2025-06-19,1.94
2379,316,16,2025-06-22,4.29
2380,316,16,2025-06-24,6.5
2381,316,16,2025-06-27,1.24
2382,316,16,2025-06-28,2.4
2383,316,16,2025-07-01,4.64
2384,316,16,2025-07-03,2.43
2385,316,16,2025-07-04,4.74
2386,316,16,2025-07-05,1.18
2387,316,16,2025-07-08,3.02
2388,316,16,2025-07-10,6.29
2389,316,16,2025-07-13,1.15
2390,316,16,2025-07-16,4.05
2391,316,16,2025-07-17,0.15
2392,317,42,2025-07-20,1.25
2393,317,42,2025-07-22,1.72
2394,317,42,2025-07-25,1.12
2395,317,42,2025-07-26,5.86
2396,317,42,2025-07-28,1.04
2397,317,42,2025-07-30,5.74
2398,317,42,2025-08-02,1.87
2399,317,42,2025-08-05,5.04
2400,317,42,2025-08-08,2.2
2401,317,42,2025-08-09,2.74
2402,317,42,2025-08-11,5.52
2403,317,42,2025-08-12,3.49
2404,318,16,2025-05-19,4.02
2405,318,16,2025-05-20,4.49
2406,318,16,2025-05-21,1.51
2407,318,16,2025-05-22,1.52
2408,318,16,2025-05-25,6.68
2409,318,16,2025-05-26,1.1
2410,318,16,2025-05-29,5.84
2411,318,16,2025-06-01,2.48
2412,318,16,2025-06-04,6.53
2413,318,16,2025-06-05,2.12
2414,318,16,2025-06-08,4.03
2415,318,16,2025-06-09,1.98
2416,318,16,2025-06-12,4.66
2417,318,16,2025-06-13,3.28
2418,318,16,2025-06-15,1.2
2419,318,16,2025-06-18,3.39
2420,318,16,2025-06-21,4.98
2421,318,16,2025-06-23,5.52
2422,318,16,2025-06-26,1.22
2423,318,16,2025-06-27,4.29
2424,318,16,2025-06-29,4.84
2425,318,16,2025-06-30,3.28
2426,318,16,2025-07-02,3.4
2427,318,16,2025-07-04,5.78
2428,318,16,2025-07-07,1.05
2429,321,46,2025-12-01,1.87
2430,321,46,2025-12-03,4.94
2431,321,46,2025-12-06,3.11
2432,321,46,2025-12-07,6.5
2433,321,46,2025-12-09,6.53
2434,321,46,2025-12-12,3.7
2435,321,46,2025-12-15,1.14
2436,322,7,2025-06-12,3.49
2437,322,7,2025-06-14,2.47
2438,322,7,2025-06-17,4.64
2439,323,35,2025-11-12,3.53
2440,323,35,2025-11-13,1.47
2441,323,35,2025-11-16,4.65
2442,323,35,2025-11-19,6.36
2443,323,35,2025-11-20,3.48
2444,323,35,2025-11-23,3.68
2445,323,35,2025-11-24,3.51
2446,323,35,2025-11-26,5.02
2447,324,11,2025-07-23,5.2
2448,324,11,2025-07-25,6.88
2449,324,11,2025-07-28,2.02
2450,326,24,2025-04-18,4.78
2451,326,24,2025-04-21,4.28
2452,326,24,2025-04-22,6.05
2453,326,24,2025-04-23,4.18
2454,326,24,2025-04-25,3.84
2455,327,23,2025-05-27,5.14
2456,327,23,2025-05-28,4.7
2457,327,23,2025-05-30,4.53
2458,327,23,2025-06-02,5.51
2459,327,23,2025-06-05,5.23
2460,327,23,2025-06-08,3.77
2461,327,23,2025-06-10,4.49
2462,327,23,2025-06-13,5.48
2463,327,23,2025-06-16,4.95
2464,327,23,2025-06-18,1.96
2465,327,23,2025-06-19,4.27
2466,327,23,2025-06-20,3.15
2467,330,44,2025-11-25,2.25
2468,330,44,2025-11-28,5.27
2469,330,44,2025-11-29,0.27
2470,331,3,2025-06-03,6.39
2471,331,3,2025-06-06,1.38
2472,331,3,2025-06-09,4.93
2473,331,3,2025-06-10,5.17
2474,331,3,2025-06-13,2.78
2475,331,3,2025-06-14,4.71
2476,331,3,2025-06-15,3.85
2477,332,50,2025-12-11,4.42
2478,332,50,2025-12-13,5.67
2479,332,50,2025-12-14,6.18
2480,332,50,2025-12-17,5.85
2481,332,50,2025-12-20,6.1
2482,332,50,2025-12-22,0.59
2483,333,41,2025-05-29,3.9
2484,333,41,2025-06-01,2.71
2485,333,41,2025-06-04,5.44
2486,333,41,2025-06-06,0.73
2487,334,21,2025-07-26,5.44
2488,334,21,2025-07-27,3.04
2489,334,21,2025-07-30,0.18
2490,335,33,2025-04-23,1.05
2491,335,33,2025-04-25,0.98
2492,336,30,2025-11-18,6.72
2493,336,30,2025-11-19,1.59
2494,336,30,2025-11-22,4.0
2495,336,30,2025-11-24,2.4
2496,336,30,2025-11-27,1.1
2497,336,30,2025-11-30,1.11
2498,336,30,2025-12-02,4.53
2499,336,30,2025-12-04,6.77
2500,336,30,2025-12-07,1.21
2501,337,46,2025-05-01,4.59
2502,337,46,2025-05-02,1.67
2503,337,46,2025-05-03,2.49
2504,337,46,2025-05-06,6.38
2505,337,46,2025-05-08,1.46
2506,337,46,2025-05-09,4.03
2507,337,46,2025-05-10,4.67
2508,337,46,2025-05-11,4.48
2509,337,46,2025-05-14,3.42
2510,337,46,2025-05-17,5.16
2511,337,46,2025-05-19,6.53
2512,337,46,2025-05-21,3.23
2513,337,46,2025-05-24,3.4
2514,337,46,2025-05-26,3.38
2515,337,46,2025-05-28,1.31
2516,337,46,2025-05-30,6.68
2517,337,46,2025-06-02,5.17
2518,337,46,2025-06-04,5.01
2519,337,46,2025-06-05,3.7
2520,337,46,2025-06-07,3.71
2521,338,37,2025-11-28,1.23
2522,338,37,2025-12-01,5.32
2523,338,37,2025-12-02,2.27
2524,338,37,2025-12-04,4.91
2525,338,37,2025-12-06,3.23
2526,338,37,2025-12-08,6.7
2527,338,37,2025-12-11,5.86
2528,338,37,2025-12-13,4.88
2529,338,37,2025-12-16,6.42
2530,338,37,2025-12-18,3.45
2531,338,37,2025-12-19,3.69
2532,338,37,2025-12-20,5.97
2533,338,37,2025-12-22,4.37
2534,338,37,2025-12-23,5.38
2535,338,37,2025-12-26,2.25
2536,338,37,2025-12-28,5.1
2537,338,37,2025-12-30,3.66
2538,340,3,2025-11-19,4.09
2539,340,3,2025-11-22,6.07
2540,340,3,2025-11-25,1.61
2541,340,3,2025-11-26,6.15
2542,340,3,2025-11-27,3.04
2543,340,3,2025-11-30,5.91
2544,340,3,2025-12-01,5.09
2545,341,48,2025-11-17,4.57
2546,341,48,2025-11-20,6.14
2547,341,48,2025-11-23,4.68
2548,341,48,2025-11-26,4.08
2549,341,48,2025-11-28,1.68
2550,341,48,2025-12-01,2.79
2551,342,13,2025-12-24,2.7
2552,342,13,2025-12-27,2.05
2553,342,13,2025-12-30,1.16
2554,342,13,2026-01-01,4.63
2555,342,13,2026-01-02,6.54
2556,342,13,2026-01-04,5.76
2557,342,13,2026-01-06,6.42
2558,342,13,2026-01-07,2.83
2559,342,13,2026-01-08,5.25
2560,342,13,2026-01-09,4.66
2561,342,13,2026-01-10,6.54
2562,342,13,2026-01-11,2.16
2563,342,13,2026-01-13,5.98
2564,342,13,2026-01-15,4.85
2565,342,13,2026-01-17,5.27
2566,342,13,2026-01-18,5.66
2567,342,13,2026-01-20,2.84
2568,342,13,2026-01-21,5.48
2569,342,13,2026-01-23,1.69
2570,343,21,2025-05-28,1.48
